transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday
T0016156,C024893,56+,Other,Chicago,New,P5907,Books,86.86,10,78.17,1,78.17,Credit Card,2025-11-29,0,1,0
T0016157,C007381,18-25,Other,Seattle,VIP,P2261,Clothing,251.76,25,188.82,3,566.46,PayPal,2025-11-30,16,1,0
T0016158,C014344,46-55,Male,Phoenix,Loyal,P9980,Electronics,1148.75,60,459.5,1,459.5,PayPal,2025-11-29,4,1,0
T0016159,C027650,56+,Female,San Francisco,New,P7038,Accessories,65.05,20,52.04,1,52.04,Mobile Wallet,2025-11-27,13,0,0
T0016160,C015596,36-45,Male,Los Angeles,Loyal,P1164,Accessories,384.12,15,326.5,1,326.5,PayPal,2025-11-26,11,0,0
T0016161,C033640,26-35,Male,New York,Returning,P4700,Books,104.72,20,83.78,1,83.78,Cash,2025-11-28,8,0,1
T0016162,C020825,18-25,Male,Seattle,New,P4508,Clothing,184.61,35,120.0,5,600.0,Cash,2025-12-01,19,0,0
T0016163,C008675,36-45,Female,Chicago,New,P3635,Groceries,47.98,40,28.79,1,28.79,Debit Card,2025-11-24,0,0,0
T0016164,C030654,26-35,Female,Seattle,New,P1643,Home & Kitchen,925.98,10,833.38,2,1666.76,Cash,2025-12-01,16,0,0
T0016165,C032490,56+,Other,New York,New,P3957,Electronics,253.94,50,126.97,1,126.97,Gift Card,2025-11-25,20,0,0
T0016166,C022608,56+,Female,Houston,Returning,P4275,Electronics,958.06,25,718.54,1,718.54,Credit Card,2025-11-24,23,0,0
T0016167,C024641,36-45,Male,Phoenix,New,P8735,Accessories,201.5,35,130.98,1,130.98,Cash,2025-11-28,22,0,1
T0016168,C007948,18-25,Male,Atlanta,New,P9659,Clothing,112.83,30,78.98,1,78.98,Credit Card,2025-11-24,5,0,0
T0016169,C012478,36-45,Female,Atlanta,Loyal,P8023,Footwear,332.35,30,232.64,1,232.64,Mobile Wallet,2025-11-28,6,0,1
T0016170,C014304,36-45,Female,Phoenix,Loyal,P5024,Toys,251.35,30,175.94,1,175.94,Credit Card,2025-12-01,7,0,0
T0016171,C029327,36-45,Other,Houston,New,P1076,Clothing,168.51,40,101.11,1,101.11,Credit Card,2025-11-28,14,0,1
T0016172,C004872,36-45,Female,Chicago,Returning,P2834,Beauty,234.44,25,175.83,4,703.32,Cash,2025-11-28,12,0,1
T0016173,C019447,46-55,Other,Los Angeles,Returning,P5776,Clothing,63.7,40,38.22,1,38.22,Mobile Wallet,2025-11-28,22,0,1
T0016174,C020126,26-35,Other,Los Angeles,New,P3931,Electronics,376.55,25,282.41,1,282.41,Mobile Wallet,2025-11-29,12,1,0
T0016175,C017341,26-35,Other,Chicago,VIP,P2225,Home & Kitchen,477.0,10,429.3,1,429.3,Gift Card,2025-11-27,11,0,0
T0016176,C003224,26-35,Male,San Francisco,Returning,P2546,Beauty,247.82,35,161.08,1,161.08,Credit Card,2025-11-25,8,0,0
T0016177,C011056,18-25,Male,New York,VIP,P8902,Accessories,452.81,15,384.89,1,384.89,Cash,2025-11-26,15,0,0
T0016178,C021170,56+,Male,Phoenix,Loyal,P8831,Sports,148.71,35,96.66,1,96.66,Credit Card,2025-11-30,11,1,0
T0016179,C003132,26-35,Male,Atlanta,Returning,P4496,Sports,559.41,30,391.59,1,391.59,Credit Card,2025-11-30,23,1,0
T0016180,C009231,56+,Other,Seattle,Returning,P5402,Footwear,231.96,50,115.98,2,231.96,Credit Card,2025-12-01,23,0,0
T0016181,C025926,56+,Female,Miami,VIP,P9724,Accessories,161.49,20,129.19,1,129.19,Debit Card,2025-11-27,12,0,0
T0016182,C019269,18-25,Other,Phoenix,Loyal,P9278,Groceries,164.37,25,123.28,4,493.12,Credit Card,2025-11-29,15,1,0
T0016183,C033441,36-45,Female,Los Angeles,New,P5275,Books,103.52,10,93.17,1,93.17,Credit Card,2025-11-26,6,0,0
T0016184,C002819,56+,Female,New York,Loyal,P6423,Footwear,30.16,50,15.08,1,15.08,Gift Card,2025-11-24,17,0,0
T0016185,C006195,36-45,Male,San Francisco,Returning,P5457,Sports,98.13,30,68.69,1,68.69,Cash,2025-11-25,12,0,0
T0016186,C028257,46-55,Other,Chicago,New,P1295,Books,91.18,20,72.94,3,218.82,Cash,2025-11-25,9,0,0
T0016187,C018049,26-35,Other,Chicago,VIP,P9377,Groceries,124.36,25,93.27,1,93.27,Mobile Wallet,2025-11-25,16,0,0
T0016188,C018663,26-35,Female,Miami,New,P1099,Accessories,138.06,35,89.74,1,89.74,PayPal,2025-11-29,12,1,0
T0016189,C003467,36-45,Other,Los Angeles,Returning,P9027,Books,36.58,10,32.92,1,32.92,Cash,2025-11-27,20,0,0
T0016190,C015500,46-55,Male,Los Angeles,New,P2695,Accessories,64.42,40,38.65,1,38.65,Debit Card,2025-11-27,3,0,0
T0016191,C029606,36-45,Female,Miami,Returning,P6605,Groceries,88.33,20,70.66,3,211.98,Debit Card,2025-11-24,11,0,0
T0016192,C013428,36-45,Female,Chicago,Returning,P3754,Toys,27.8,10,25.02,1,25.02,Cash,2025-11-24,10,0,0
T0016193,C016393,56+,Male,Phoenix,Returning,P5536,Beauty,174.09,30,121.86,1,121.86,Credit Card,2025-12-01,18,0,0
T0016194,C006660,26-35,Female,San Francisco,New,P2103,Books,33.22,30,23.25,1,23.25,Credit Card,2025-11-27,4,0,0
T0016195,C026107,36-45,Male,Los Angeles,Loyal,P1179,Books,106.33,5,101.01,1,101.01,Cash,2025-11-26,6,0,0
T0016196,C030829,36-45,Other,Houston,Returning,P7123,Accessories,56.52,20,45.22,1,45.22,Cash,2025-11-25,6,0,0
T0016197,C007097,26-35,Female,Phoenix,Returning,P1779,Accessories,349.1,15,296.74,1,296.74,Debit Card,2025-11-26,21,0,0
T0016198,C009292,18-25,Other,Atlanta,Returning,P5157,Books,105.12,15,89.35,1,89.35,Cash,2025-11-24,10,0,0
T0016199,C030357,26-35,Female,Seattle,Returning,P8261,Accessories,354.99,30,248.49,2,496.98,Gift Card,2025-11-27,17,0,0
T0016200,C032746,46-55,Other,Miami,New,P5432,Home & Kitchen,1113.28,35,723.63,3,2170.89,Gift Card,2025-12-01,7,0,0
T0016201,C033646,56+,Male,New York,VIP,P5802,Home & Kitchen,411.05,30,287.74,1,287.74,Debit Card,2025-11-27,0,0,0
T0016202,C011162,56+,Female,Phoenix,Returning,P2835,Toys,49.21,30,34.45,1,34.45,Credit Card,2025-11-27,15,0,0
T0016203,C012233,56+,Other,Chicago,Loyal,P1109,Toys,111.38,35,72.4,2,144.8,Gift Card,2025-12-01,4,0,0
T0016204,C004927,18-25,Female,Los Angeles,New,P8479,Toys,182.88,35,118.87,1,118.87,Gift Card,2025-11-24,10,0,0
T0016205,C000919,18-25,Female,Phoenix,Returning,P6564,Sports,568.55,60,227.42,1,227.42,Mobile Wallet,2025-11-27,18,0,0
T0016206,C010583,36-45,Female,New York,New,P1175,Sports,191.4,25,143.55,3,430.65,Gift Card,2025-11-29,4,1,0
T0016207,C006047,46-55,Other,Seattle,Loyal,P3154,Clothing,211.91,40,127.15,1,127.15,Debit Card,2025-11-29,22,1,0
T0016208,C032216,46-55,Other,New York,Returning,P1238,Footwear,62.19,15,52.86,1,52.86,Mobile Wallet,2025-11-28,4,0,1
T0016209,C011954,46-55,Male,Los Angeles,VIP,P7704,Beauty,74.35,30,52.04,1,52.04,Credit Card,2025-11-29,2,1,0
T0016210,C006707,46-55,Male,Houston,Returning,P9360,Home & Kitchen,212.74,15,180.83,3,542.49,Credit Card,2025-11-25,14,0,0
T0016211,C012674,36-45,Male,Houston,Returning,P7218,Groceries,98.33,35,63.91,1,63.91,Cash,2025-11-30,4,1,0
T0016212,C017112,18-25,Other,Phoenix,Returning,P1809,Beauty,234.83,35,152.64,1,152.64,Debit Card,2025-11-27,16,0,0
T0016213,C034042,18-25,Female,Phoenix,Returning,P8406,Beauty,229.63,10,206.67,1,206.67,Gift Card,2025-11-28,4,0,1
T0016214,C027517,18-25,Other,Phoenix,Returning,P7106,Groceries,88.29,15,75.05,1,75.05,Gift Card,2025-11-26,13,0,0
T0016215,C011248,56+,Female,Houston,Returning,P3459,Electronics,2165.42,25,1624.06,1,1624.06,PayPal,2025-11-30,5,1,0
T0016216,C022292,56+,Other,Chicago,Loyal,P8228,Books,54.62,50,27.31,1,27.31,Debit Card,2025-11-24,9,0,0
T0016217,C032199,56+,Female,Atlanta,VIP,P8559,Footwear,160.9,15,136.77,1,136.77,Mobile Wallet,2025-11-30,22,1,0
T0016218,C028701,56+,Other,Miami,New,P7338,Clothing,267.66,20,214.13,1,214.13,Credit Card,2025-11-28,8,0,1
T0016219,C015327,46-55,Female,Dallas,VIP,P3222,Toys,18.87,25,14.15,1,14.15,Cash,2025-11-29,7,1,0
T0016220,C027920,26-35,Other,Dallas,VIP,P1434,Groceries,176.74,20,141.39,1,141.39,Mobile Wallet,2025-12-01,18,0,0
T0016221,C015181,46-55,Other,Houston,VIP,P1950,Sports,504.11,15,428.49,1,428.49,Cash,2025-11-25,9,0,0
T0016222,C015928,26-35,Female,Seattle,Returning,P1536,Toys,68.27,40,40.96,3,122.88,Gift Card,2025-11-28,1,0,1
T0016223,C007536,46-55,Other,San Francisco,Loyal,P2017,Accessories,209.12,15,177.75,3,533.25,Debit Card,2025-11-24,3,0,0
T0016224,C033771,36-45,Other,Miami,Returning,P5013,Groceries,171.01,35,111.16,4,444.64,Credit Card,2025-12-01,22,0,0
T0016225,C011615,18-25,Female,Seattle,Returning,P7286,Toys,171.84,25,128.88,1,128.88,Mobile Wallet,2025-11-27,1,0,0
T0016226,C020870,36-45,Male,Phoenix,Loyal,P7948,Books,88.77,15,75.45,1,75.45,Cash,2025-11-30,9,1,0
T0016227,C026767,46-55,Other,Dallas,New,P9849,Books,22.96,40,13.78,2,27.56,Debit Card,2025-11-27,0,0,0
T0016228,C001911,36-45,Female,Seattle,Returning,P1880,Books,59.5,15,50.58,1,50.58,PayPal,2025-12-01,18,0,0
T0016229,C022183,26-35,Male,San Francisco,Returning,P4024,Toys,158.23,35,102.85,2,205.7,Debit Card,2025-12-01,19,0,0
T0016230,C015002,36-45,Male,Dallas,Returning,P8769,Books,15.91,15,13.52,1,13.52,PayPal,2025-11-30,5,1,0
T0016231,C029468,46-55,Female,Los Angeles,Returning,P5324,Home & Kitchen,406.77,25,305.08,1,305.08,Cash,2025-11-28,23,0,1
T0016232,C001502,46-55,Male,Los Angeles,New,P7352,Sports,445.71,35,289.71,1,289.71,PayPal,2025-11-24,17,0,0
T0016233,C032298,46-55,Female,Phoenix,Returning,P5568,Clothing,67.61,20,54.09,1,54.09,Credit Card,2025-12-01,1,0,0
T0016234,C028095,18-25,Other,Seattle,New,P5749,Groceries,126.18,30,88.33,1,88.33,Cash,2025-11-30,14,1,0
T0016235,C026397,36-45,Female,San Francisco,Returning,P2158,Beauty,27.98,25,20.98,1,20.98,Mobile Wallet,2025-11-27,7,0,0
T0016236,C007799,56+,Male,San Francisco,VIP,P9578,Toys,32.43,5,30.81,2,61.62,Credit Card,2025-11-24,22,0,0
T0016237,C029726,26-35,Other,Houston,New,P9093,Toys,211.46,20,169.17,1,169.17,Mobile Wallet,2025-11-29,12,1,0
T0016238,C031348,36-45,Male,Chicago,New,P7955,Sports,595.71,5,565.92,2,1131.84,Mobile Wallet,2025-11-30,19,1,0
T0016239,C004004,56+,Other,Phoenix,Returning,P3395,Electronics,1004.47,5,954.25,2,1908.5,Cash,2025-11-28,18,0,1
T0016240,C026389,36-45,Other,Seattle,Returning,P8588,Footwear,227.03,20,181.62,1,181.62,Mobile Wallet,2025-12-01,0,0,0
T0016241,C032537,36-45,Other,Phoenix,Loyal,P6988,Accessories,313.4,25,235.05,2,470.1,Gift Card,2025-11-27,6,0,0
T0016242,C015464,18-25,Male,New York,Returning,P8049,Groceries,39.25,40,23.55,2,47.1,Cash,2025-11-26,4,0,0
T0016243,C026548,26-35,Other,Chicago,Returning,P2572,Electronics,2360.05,50,1180.03,2,2360.06,Mobile Wallet,2025-11-28,1,0,1
T0016244,C033966,18-25,Male,Los Angeles,Returning,P4470,Accessories,268.59,20,214.87,3,644.61,Cash,2025-11-24,8,0,0
T0016245,C009604,56+,Male,Phoenix,Loyal,P9549,Footwear,155.06,25,116.3,1,116.3,Mobile Wallet,2025-11-24,2,0,0
T0016246,C001014,18-25,Female,Miami,Returning,P5144,Beauty,42.34,15,35.99,2,71.98,Gift Card,2025-11-24,0,0,0
T0016247,C023927,56+,Other,Phoenix,Returning,P5309,Toys,173.07,20,138.46,1,138.46,Cash,2025-11-27,14,0,0
T0016248,C000148,56+,Male,Chicago,New,P7163,Books,108.79,25,81.59,1,81.59,Cash,2025-11-27,7,0,0
T0016249,C024650,56+,Other,Seattle,Returning,P4846,Sports,315.99,30,221.19,1,221.19,PayPal,2025-11-25,10,0,0
T0016250,C009413,56+,Female,Seattle,Loyal,P8735,Groceries,29.04,20,23.23,1,23.23,Mobile Wallet,2025-11-26,16,0,0
T0016251,C005529,26-35,Male,Dallas,VIP,P7864,Sports,180.97,15,153.82,4,615.28,Mobile Wallet,2025-11-28,2,0,1
T0016252,C011203,36-45,Other,San Francisco,New,P7225,Clothing,296.53,20,237.22,1,237.22,Credit Card,2025-11-24,9,0,0
T0016253,C011826,26-35,Male,Dallas,VIP,P9909,Beauty,106.32,40,63.79,1,63.79,Credit Card,2025-11-30,12,1,0
T0016254,C014675,26-35,Male,Miami,Returning,P9718,Clothing,295.83,30,207.08,1,207.08,PayPal,2025-11-25,16,0,0
T0016255,C022892,46-55,Female,Houston,Returning,P7344,Footwear,204.64,15,173.94,2,347.88,Mobile Wallet,2025-11-27,8,0,0
T0016256,C021489,46-55,Other,Dallas,New,P4552,Footwear,257.25,15,218.66,1,218.66,PayPal,2025-11-27,17,0,0
T0016257,C010435,56+,Female,Chicago,VIP,P2954,Home & Kitchen,284.1,15,241.48,1,241.48,Gift Card,2025-11-30,14,1,0
T0016258,C005649,18-25,Female,Seattle,Returning,P2314,Footwear,345.93,30,242.15,1,242.15,Cash,2025-11-30,19,1,0
T0016259,C025780,46-55,Other,New York,Loyal,P3854,Electronics,170.2,25,127.65,1,127.65,Mobile Wallet,2025-12-01,3,0,0
T0016260,C023989,18-25,Female,New York,New,P2949,Electronics,2163.13,40,1297.88,1,1297.88,Debit Card,2025-11-25,19,0,0
T0016261,C000973,46-55,Male,Dallas,VIP,P5200,Books,84.18,15,71.55,1,71.55,Cash,2025-11-25,10,0,0
T0016262,C021958,26-35,Male,Chicago,Returning,P5790,Toys,201.17,15,170.99,1,170.99,Mobile Wallet,2025-11-30,23,1,0
T0016263,C029314,56+,Other,Seattle,Loyal,P8483,Sports,202.86,20,162.29,1,162.29,PayPal,2025-12-01,16,0,0
T0016264,C006875,36-45,Other,San Francisco,Returning,P8531,Toys,63.96,25,47.97,1,47.97,Debit Card,2025-11-30,22,1,0
T0016265,C017362,26-35,Male,Houston,Loyal,P7044,Toys,190.9,30,133.63,1,133.63,Cash,2025-11-25,17,0,0
T0016266,C026538,18-25,Female,Atlanta,Loyal,P3643,Electronics,2300.77,25,1725.58,1,1725.58,Gift Card,2025-11-24,23,0,0
T0016267,C009853,18-25,Other,Seattle,Returning,P1925,Sports,165.29,35,107.44,2,214.88,Mobile Wallet,2025-11-27,23,0,0
T0016268,C004776,56+,Other,San Francisco,Returning,P5609,Books,97.73,20,78.18,3,234.54,Cash,2025-11-28,21,0,1
T0016269,C034265,26-35,Male,New York,Returning,P8624,Beauty,31.24,30,21.87,1,21.87,Gift Card,2025-11-25,5,0,0
T0016270,C011418,26-35,Female,San Francisco,New,P5914,Home & Kitchen,310.55,20,248.44,1,248.44,Mobile Wallet,2025-11-30,14,1,0
T0016271,C004768,18-25,Male,Seattle,New,P8437,Electronics,279.73,25,209.8,2,419.6,Credit Card,2025-12-01,5,0,0
T0016272,C009093,18-25,Other,San Francisco,Loyal,P1845,Clothing,127.01,30,88.91,2,177.82,Mobile Wallet,2025-11-29,1,1,0
T0016273,C021456,18-25,Male,Dallas,Returning,P4839,Home & Kitchen,843.1,30,590.17,1,590.17,Mobile Wallet,2025-11-26,5,0,0
T0016274,C026079,36-45,Male,Los Angeles,Loyal,P4014,Beauty,128.98,10,116.08,1,116.08,Cash,2025-11-27,13,0,0
T0016275,C029932,46-55,Other,Seattle,New,P5701,Footwear,202.11,25,151.58,1,151.58,Gift Card,2025-11-24,6,0,0
T0016276,C002585,56+,Male,Atlanta,Loyal,P3073,Toys,176.74,25,132.56,2,265.12,Cash,2025-11-28,14,0,1
T0016277,C017598,18-25,Male,Seattle,New,P8009,Groceries,48.55,50,24.28,1,24.28,Cash,2025-11-28,4,0,1
T0016278,C015416,46-55,Other,Atlanta,Returning,P5616,Books,43.35,25,32.51,3,97.53,Credit Card,2025-11-25,5,0,0
T0016279,C028178,18-25,Other,Miami,VIP,P5578,Toys,141.92,30,99.34,1,99.34,Mobile Wallet,2025-11-26,0,0,0
T0016280,C018928,26-35,Male,Miami,New,P9529,Footwear,213.6,5,202.92,1,202.92,Gift Card,2025-11-27,7,0,0
T0016281,C001060,56+,Male,Miami,New,P9130,Beauty,213.3,35,138.65,1,138.65,Mobile Wallet,2025-12-01,2,0,0
T0016282,C010377,56+,Female,Chicago,Returning,P7951,Clothing,149.32,50,74.66,1,74.66,Mobile Wallet,2025-11-29,13,1,0
T0016283,C008315,26-35,Other,Chicago,New,P7180,Books,93.43,25,70.07,3,210.21,Gift Card,2025-11-24,3,0,0
T0016284,C002477,36-45,Male,San Francisco,Returning,P5566,Books,18.55,20,14.84,1,14.84,Cash,2025-11-27,1,0,0
T0016285,C021685,46-55,Other,San Francisco,Returning,P8843,Beauty,41.15,15,34.98,2,69.96,Cash,2025-11-24,10,0,0
T0016286,C002223,36-45,Other,Miami,Returning,P7697,Home & Kitchen,363.61,30,254.53,1,254.53,Gift Card,2025-11-27,22,0,0
T0016287,C015061,56+,Other,Houston,VIP,P4493,Accessories,165.91,30,116.14,3,348.42,Credit Card,2025-11-28,21,0,1
T0016288,C028387,18-25,Male,New York,New,P7492,Toys,191.62,25,143.72,1,143.72,Credit Card,2025-11-27,20,0,0
T0016289,C016435,18-25,Female,New York,Returning,P3226,Home & Kitchen,282.7,35,183.76,2,367.52,Credit Card,2025-11-24,12,0,0
T0016290,C033251,26-35,Female,Dallas,Loyal,P7871,Electronics,482.14,30,337.5,1,337.5,Gift Card,2025-11-26,9,0,0
T0016291,C019128,56+,Other,Miami,Returning,P5973,Beauty,165.02,10,148.52,4,594.08,PayPal,2025-11-25,18,0,0
T0016292,C008519,46-55,Male,Los Angeles,Loyal,P2359,Electronics,2493.67,15,2119.62,1,2119.62,Credit Card,2025-11-25,5,0,0
T0016293,C019539,26-35,Other,Houston,Loyal,P6043,Clothing,297.78,50,148.89,1,148.89,PayPal,2025-11-28,4,0,1
T0016294,C022133,36-45,Female,Houston,VIP,P2047,Home & Kitchen,1108.39,35,720.45,1,720.45,Debit Card,2025-11-26,6,0,0
T0016295,C033568,18-25,Female,Los Angeles,Returning,P3920,Groceries,17.1,15,14.54,1,14.54,Cash,2025-11-25,2,0,0
T0016296,C004327,46-55,Other,Atlanta,Loyal,P5250,Accessories,384.5,10,346.05,3,1038.15,PayPal,2025-11-28,4,0,1
T0016297,C005506,56+,Male,Houston,Returning,P8087,Beauty,102.2,20,81.76,1,81.76,PayPal,2025-11-30,23,1,0
T0016298,C018584,18-25,Male,Dallas,New,P8310,Beauty,207.33,30,145.13,3,435.39,Cash,2025-12-01,20,0,0
T0016299,C022727,56+,Female,Houston,VIP,P7180,Accessories,33.7,25,25.28,1,25.28,Debit Card,2025-11-30,15,1,0
T0016300,C029614,36-45,Other,Chicago,New,P6587,Books,101.25,25,75.94,1,75.94,PayPal,2025-11-27,1,0,0
T0016301,C033262,46-55,Other,San Francisco,Returning,P5078,Footwear,228.34,40,137.0,1,137.0,Gift Card,2025-11-27,11,0,0
T0016302,C030008,18-25,Male,Atlanta,Returning,P6679,Clothing,42.45,30,29.72,2,59.44,Mobile Wallet,2025-11-28,13,0,1
T0016303,C002347,46-55,Female,Phoenix,Returning,P9766,Home & Kitchen,1151.17,40,690.7,1,690.7,Credit Card,2025-11-28,23,0,1
T0016304,C028928,56+,Female,Miami,Loyal,P4381,Beauty,219.4,30,153.58,1,153.58,Gift Card,2025-11-30,18,1,0
T0016305,C006008,36-45,Female,Chicago,VIP,P9593,Beauty,175.38,20,140.3,1,140.3,Cash,2025-12-01,13,0,0
T0016306,C023393,36-45,Other,Dallas,New,P1229,Accessories,190.91,10,171.82,1,171.82,Gift Card,2025-11-28,0,0,1
T0016307,C011734,18-25,Other,Chicago,Loyal,P3464,Groceries,104.39,20,83.51,1,83.51,Gift Card,2025-11-27,18,0,0
T0016308,C015420,56+,Other,Los Angeles,Returning,P7102,Accessories,23.37,30,16.36,1,16.36,Mobile Wallet,2025-11-28,1,0,1
T0016309,C026323,18-25,Male,Seattle,VIP,P5577,Accessories,339.21,35,220.49,1,220.49,Gift Card,2025-11-29,12,1,0
T0016310,C029333,18-25,Male,Los Angeles,VIP,P1987,Toys,287.06,35,186.59,4,746.36,Credit Card,2025-12-01,7,0,0
T0016311,C025592,26-35,Male,Phoenix,VIP,P5595,Home & Kitchen,281.89,25,211.42,1,211.42,Debit Card,2025-11-27,12,0,0
T0016312,C031301,46-55,Male,Chicago,New,P4343,Books,51.87,40,31.12,2,62.24,Mobile Wallet,2025-11-25,1,0,0
T0016313,C012845,26-35,Female,Atlanta,Returning,P8993,Accessories,432.32,40,259.39,2,518.78,Credit Card,2025-11-24,5,0,0
T0016314,C012240,18-25,Other,Houston,New,P6101,Groceries,17.9,30,12.53,2,25.06,Debit Card,2025-11-26,18,0,0
T0016315,C001719,18-25,Female,Los Angeles,Loyal,P4025,Books,41.8,20,33.44,1,33.44,Cash,2025-11-27,22,0,0
T0016316,C029623,56+,Male,New York,Returning,P1090,Sports,566.07,30,396.25,1,396.25,Cash,2025-11-29,16,1,0
T0016317,C018016,36-45,Other,Houston,Loyal,P8187,Home & Kitchen,928.57,20,742.86,2,1485.72,Mobile Wallet,2025-11-29,17,1,0
T0016318,C024934,56+,Male,San Francisco,New,P7532,Beauty,29.42,50,14.71,3,44.13,Debit Card,2025-11-24,19,0,0
T0016319,C005112,56+,Male,Miami,Returning,P1699,Sports,289.39,35,188.1,2,376.2,Gift Card,2025-11-28,22,0,1
T0016320,C004161,56+,Other,Seattle,Returning,P5348,Books,63.94,5,60.74,3,182.22,Credit Card,2025-11-30,22,1,0
T0016321,C030239,46-55,Female,San Francisco,New,P8486,Books,90.15,20,72.12,1,72.12,Debit Card,2025-11-30,8,1,0
T0016322,C032434,46-55,Other,Miami,New,P9540,Home & Kitchen,276.9,30,193.83,1,193.83,Gift Card,2025-11-27,11,0,0
T0016323,C034879,46-55,Other,Los Angeles,New,P4285,Footwear,105.38,35,68.5,1,68.5,Cash,2025-11-30,3,1,0
T0016324,C032275,26-35,Female,Phoenix,New,P7609,Toys,257.28,30,180.1,1,180.1,Mobile Wallet,2025-11-30,4,1,0
T0016325,C025197,18-25,Female,Seattle,New,P3367,Beauty,63.86,15,54.28,2,108.56,Debit Card,2025-11-29,5,1,0
T0016326,C009825,26-35,Male,Chicago,Returning,P7366,Sports,279.59,15,237.65,1,237.65,Mobile Wallet,2025-12-01,7,0,0
T0016327,C028605,56+,Female,New York,New,P8851,Accessories,350.61,35,227.9,1,227.9,Gift Card,2025-11-27,0,0,0
T0016328,C033149,18-25,Male,Atlanta,Returning,P5404,Clothing,166.97,20,133.58,1,133.58,Credit Card,2025-11-24,16,0,0
T0016329,C032587,36-45,Other,Seattle,Returning,P6932,Footwear,322.91,35,209.89,1,209.89,Credit Card,2025-11-29,9,1,0
T0016330,C010087,26-35,Male,Los Angeles,Returning,P6976,Beauty,132.68,40,79.61,1,79.61,Mobile Wallet,2025-11-25,21,0,0
T0016331,C008487,18-25,Female,San Francisco,Loyal,P4207,Clothing,78.11,10,70.3,1,70.3,Credit Card,2025-12-01,15,0,0
T0016332,C020980,26-35,Male,Seattle,Returning,P7363,Toys,251.18,25,188.38,1,188.38,Debit Card,2025-11-25,5,0,0
T0016333,C033825,46-55,Other,San Francisco,Returning,P5078,Clothing,238.07,10,214.26,2,428.52,Debit Card,2025-11-27,18,0,0
T0016334,C012856,46-55,Female,New York,Loyal,P2920,Accessories,109.1,25,81.82,1,81.82,Credit Card,2025-12-01,20,0,0
T0016335,C032369,36-45,Male,New York,New,P9269,Clothing,235.92,20,188.74,1,188.74,PayPal,2025-11-25,1,0,0
T0016336,C002503,26-35,Female,Miami,New,P3315,Footwear,133.12,30,93.18,2,186.36,PayPal,2025-11-28,3,0,1
T0016337,C034875,26-35,Female,Phoenix,Loyal,P5310,Electronics,1478.45,15,1256.68,1,1256.68,Gift Card,2025-11-28,15,0,1
T0016338,C020858,26-35,Female,Miami,Returning,P3201,Footwear,340.69,35,221.45,2,442.9,Debit Card,2025-11-27,18,0,0
T0016339,C034367,56+,Other,Seattle,Loyal,P6633,Accessories,31.7,20,25.36,1,25.36,PayPal,2025-11-26,13,0,0
T0016340,C000043,18-25,Male,San Francisco,Returning,P9693,Sports,119.0,15,101.15,2,202.3,Mobile Wallet,2025-11-27,14,0,0
T0016341,C026123,56+,Male,Houston,Returning,P1801,Electronics,1574.34,20,1259.47,2,2518.94,PayPal,2025-11-29,18,1,0
T0016342,C012206,18-25,Female,San Francisco,New,P6964,Toys,24.53,40,14.72,2,29.44,Debit Card,2025-11-27,1,0,0
T0016343,C015564,56+,Other,Seattle,Returning,P6406,Footwear,65.19,30,45.63,1,45.63,Mobile Wallet,2025-12-01,12,0,0
T0016344,C024162,36-45,Female,New York,VIP,P3388,Electronics,1590.52,30,1113.36,1,1113.36,PayPal,2025-11-28,15,0,1
T0016345,C003400,56+,Other,Chicago,Returning,P8005,Books,101.77,40,61.06,2,122.12,Credit Card,2025-11-25,3,0,0
T0016346,C017651,18-25,Female,Atlanta,Loyal,P2213,Footwear,204.64,30,143.25,1,143.25,Mobile Wallet,2025-11-25,2,0,0
T0016347,C001960,46-55,Male,Atlanta,Returning,P2449,Electronics,588.89,40,353.33,1,353.33,Credit Card,2025-11-26,20,0,0
T0016348,C023617,46-55,Other,Atlanta,VIP,P5120,Home & Kitchen,179.38,35,116.6,2,233.2,PayPal,2025-11-28,16,0,1
T0016349,C025570,26-35,Female,Miami,Returning,P4316,Sports,495.97,10,446.37,1,446.37,Credit Card,2025-11-25,4,0,0
T0016350,C024966,18-25,Male,Los Angeles,Loyal,P4603,Beauty,226.66,20,181.33,2,362.66,Cash,2025-11-26,12,0,0
T0016351,C021750,18-25,Female,Los Angeles,Loyal,P8699,Clothing,231.31,30,161.92,1,161.92,Mobile Wallet,2025-12-01,18,0,0
T0016352,C029927,18-25,Other,Houston,Returning,P3749,Electronics,665.86,30,466.1,3,1398.3,PayPal,2025-12-01,18,0,0
T0016353,C002512,36-45,Other,Phoenix,New,P6209,Beauty,94.49,10,85.04,1,85.04,Cash,2025-11-25,7,0,0
T0016354,C002008,26-35,Female,Atlanta,New,P7114,Footwear,167.84,30,117.49,2,234.98,Credit Card,2025-11-24,21,0,0
T0016355,C008181,46-55,Male,San Francisco,New,P3728,Beauty,39.82,25,29.86,1,29.86,Gift Card,2025-11-26,12,0,0
T0016356,C011005,36-45,Male,San Francisco,VIP,P1565,Books,34.14,5,32.43,3,97.29,Gift Card,2025-11-28,23,0,1
T0016357,C018324,36-45,Female,Dallas,New,P7610,Groceries,146.69,25,110.02,1,110.02,PayPal,2025-11-30,18,1,0
